LOC135076846	LOC135076846	Gene Expression
LOC135076918	LOC135076918	Gene Expression
LOC135076985	LOC135076985	Gene Expression
Trnaf-gaa	Trnaf-gaa	Gene Expression
LOC135074838	LOC135074838	Gene Expression
LOC135074847	LOC135074847	Gene Expression
LOC135076987	LOC135076987	Gene Expression
LOC135078273	LOC135078273	Gene Expression
LOC135078360	LOC135078360	Gene Expression
LOC135074857	LOC135074857	Gene Expression
LOC135078472	LOC135078472	Gene Expression
LOC135078577	LOC135078577	Gene Expression
LOC135076989	LOC135076989	Gene Expression
LOC135078819	LOC135078819	Gene Expression
LOC135074866	LOC135074866	Gene Expression
LOC135078911	LOC135078911	Gene Expression
LOC135078989	LOC135078989	Gene Expression
LOC135079086	LOC135079086	Gene Expression
LOC135079282	LOC135079282	Gene Expression
LOC135079198	LOC135079198	Gene Expression
LOC135074878	LOC135074878	Gene Expression
Trnah-gug	Trnah-gug	Gene Expression
Trnah-gug_1	Trnah-gug_1	Gene Expression
Trnah-gug_2	Trnah-gug_2	Gene Expression
Trnah-gug_3	Trnah-gug_3	Gene Expression
Trnah-gug_4	Trnah-gug_4	Gene Expression
Trnah-gug_5	Trnah-gug_5	Gene Expression
Trnah-gug_6	Trnah-gug_6	Gene Expression
Trnah-gug_7	Trnah-gug_7	Gene Expression
LOC135079998	LOC135079998	Gene Expression
Trnah-gug_8	Trnah-gug_8	Gene Expression
Trnah-gug_9	Trnah-gug_9	Gene Expression
Trnah-gug_10	Trnah-gug_10	Gene Expression
Trnah-gug_11	Trnah-gug_11	Gene Expression
LOC135074886	LOC135074886	Gene Expression
LOC135074903	LOC135074903	Gene Expression
LOC135079423	LOC135079423	Gene Expression
LOC135079591	LOC135079591	Gene Expression
LOC135074919	LOC135074919	Gene Expression
LOC135074914	LOC135074914	Gene Expression
LOC135079698	LOC135079698	Gene Expression
LOC135079520	LOC135079520	Gene Expression
LOC135074929	LOC135074929	Gene Expression
LOC135079913	LOC135079913	Gene Expression
LOC135074937	LOC135074937	Gene Expression
LOC135074951	LOC135074951	Gene Expression
LOC135076998	LOC135076998	Gene Expression
Trnaf-gaa_1	Trnaf-gaa_1	Gene Expression
Trnaf-gaa_2	Trnaf-gaa_2	Gene Expression
LOC135074963	LOC135074963	Gene Expression
LOC135074968	LOC135074968	Gene Expression
LOC135074978	LOC135074978	Gene Expression
LOC135074986	LOC135074986	Gene Expression
LOC135074995	LOC135074995	Gene Expression
LOC135082292	LOC135082292	Gene Expression
LOC135075005	LOC135075005	Gene Expression
LOC135075020	LOC135075020	Gene Expression
LOC135082228	LOC135082228	Gene Expression
LOC135075041	LOC135075041	Gene Expression
LOC135076682	LOC135076682	Gene Expression
LOC135076691	LOC135076691	Gene Expression
LOC135076702	LOC135076702	Gene Expression
LOC135080398	LOC135080398	Gene Expression
LOC135080092	LOC135080092	Gene Expression
LOC135075052	LOC135075052	Gene Expression
LOC135075064	LOC135075064	Gene Expression
LOC135081929	LOC135081929	Gene Expression
LOC135075078	LOC135075078	Gene Expression
LOC135081031	LOC135081031	Gene Expression
LOC135081211	LOC135081211	Gene Expression
LOC135081119	LOC135081119	Gene Expression
LOC135081314	LOC135081314	Gene Expression
LOC135081435	LOC135081435	Gene Expression
LOC135077007	LOC135077007	Gene Expression
LOC135081677	LOC135081677	Gene Expression
LOC135081626	LOC135081626	Gene Expression
LOC135081736	LOC135081736	Gene Expression
LOC135081831	LOC135081831	Gene Expression
LOC135083197	LOC135083197	Gene Expression
LOC135084365	LOC135084365	Gene Expression
LOC135082408	LOC135082408	Gene Expression
LOC135082506	LOC135082506	Gene Expression
LOC135082615	LOC135082615	Gene Expression
LOC135082716	LOC135082716	Gene Expression
Trnal-uag	Trnal-uag	Gene Expression
LOC135084163	LOC135084163	Gene Expression
LOC135083287	LOC135083287	Gene Expression
LOC135075094	LOC135075094	Gene Expression
LOC135082821	LOC135082821	Gene Expression
LOC135076711	LOC135076711	Gene Expression
LOC135083086	LOC135083086	Gene Expression
LOC135082986	LOC135082986	Gene Expression
LOC135083387	LOC135083387	Gene Expression
LOC135084453	LOC135084453	Gene Expression
LOC135084066	LOC135084066	Gene Expression
LOC135084522	LOC135084522	Gene Expression
LOC135084619	LOC135084619	Gene Expression
LOC135084943	LOC135084943	Gene Expression
LOC135075100	LOC135075100	Gene Expression
Trnak-uuu	Trnak-uuu	Gene Expression
LOC135085178	LOC135085178	Gene Expression
LOC135075106	LOC135075106	Gene Expression
LOC135084855	LOC135084855	Gene Expression
LOC135085275	LOC135085275	Gene Expression
Trnav-aac	Trnav-aac	Gene Expression
LOC135077026	LOC135077026	Gene Expression
LOC135077044	LOC135077044	Gene Expression
Trnav-aac_1	Trnav-aac_1	Gene Expression
Trnav-aac_2	Trnav-aac_2	Gene Expression
Trnav-aac_3	Trnav-aac_3	Gene Expression
LOC135085421	LOC135085421	Gene Expression
LOC135075122	LOC135075122	Gene Expression
LOC135075130	LOC135075130	Gene Expression
LOC135086014	LOC135086014	Gene Expression
Trnah-gug_12	Trnah-gug_12	Gene Expression
LOC135075139	LOC135075139	Gene Expression
LOC135085521	LOC135085521	Gene Expression
LOC135077053	LOC135077053	Gene Expression
LOC135087638	LOC135087638	Gene Expression
LOC135087645	LOC135087645	Gene Expression
LOC135077064	LOC135077064	Gene Expression
LOC135077077	LOC135077077	Gene Expression
LOC135087658	LOC135087658	Gene Expression
LOC135087629	LOC135087629	Gene Expression
LOC135087591	LOC135087591	Gene Expression
LOC135087618	LOC135087618	Gene Expression
LOC135087330	LOC135087330	Gene Expression
LOC135086433	LOC135086433	Gene Expression
Trnat-agu	Trnat-agu	Gene Expression
Trnas-aga	Trnas-aga	Gene Expression
LOC135087665	LOC135087665	Gene Expression
LOC135075146	LOC135075146	Gene Expression
LOC135087652	LOC135087652	Gene Expression
Trnak-cuu	Trnak-cuu	Gene Expression
LOC135075158	LOC135075158	Gene Expression
LOC135086519	LOC135086519	Gene Expression
LOC135086714	LOC135086714	Gene Expression
LOC135086881	LOC135086881	Gene Expression
LOC135086804	LOC135086804	Gene Expression
LOC135086965	LOC135086965	Gene Expression
LOC135075237	LOC135075237	Gene Expression
LOC135075165	LOC135075165	Gene Expression
LOC135075174	LOC135075174	Gene Expression
LOC135075181	LOC135075181	Gene Expression
LOC135075191	LOC135075191	Gene Expression
LOC135075202	LOC135075202	Gene Expression
LOC135075210	LOC135075210	Gene Expression
LOC135075220	LOC135075220	Gene Expression
LOC135075230	LOC135075230	Gene Expression
LOC135075250	LOC135075250	Gene Expression
LOC135087065	LOC135087065	Gene Expression
LOC135087248	LOC135087248	Gene Expression
LOC135087152	LOC135087152	Gene Expression
LOC135075256	LOC135075256	Gene Expression
LOC135087672	LOC135087672	Gene Expression
LOC135087680	LOC135087680	Gene Expression
LOC135087689	LOC135087689	Gene Expression
LOC135087703	LOC135087703	Gene Expression
LOC135087710	LOC135087710	Gene Expression
LOC135077090	LOC135077090	Gene Expression
LOC135087717	LOC135087717	Gene Expression
LOC135077103	LOC135077103	Gene Expression
LOC135077316	LOC135077316	Gene Expression
LOC135087727	LOC135087727	Gene Expression
LOC135087763	LOC135087763	Gene Expression
LOC135087771	LOC135087771	Gene Expression
LOC135087737	LOC135087737	Gene Expression
LOC135087742	LOC135087742	Gene Expression
LOC135087755	LOC135087755	Gene Expression
LOC135087780	LOC135087780	Gene Expression
LOC135087791	LOC135087791	Gene Expression
LOC135077322	LOC135077322	Gene Expression
Trnaa-cgc	Trnaa-cgc	Gene Expression
LOC135075272	LOC135075272	Gene Expression
LOC135087816	LOC135087816	Gene Expression
LOC135087834	LOC135087834	Gene Expression
LOC135087826	LOC135087826	Gene Expression
LOC135087957	LOC135087957	Gene Expression
LOC135075287	LOC135075287	Gene Expression
LOC135087839	LOC135087839	Gene Expression
LOC135087864	LOC135087864	Gene Expression
LOC135076721	LOC135076721	Gene Expression
LOC135087884	LOC135087884	Gene Expression
LOC135087875	LOC135087875	Gene Expression
LOC135075300	LOC135075300	Gene Expression
LOC135075292	LOC135075292	Gene Expression
LOC135087966	LOC135087966	Gene Expression
LOC135075304	LOC135075304	Gene Expression
LOC135075314	LOC135075314	Gene Expression
LOC135075324	LOC135075324	Gene Expression
LOC135087900	LOC135087900	Gene Expression
LOC135087891	LOC135087891	Gene Expression
LOC135077117	LOC135077117	Gene Expression
LOC135088068	LOC135088068	Gene Expression
LOC135077129	LOC135077129	Gene Expression
LOC135075332	LOC135075332	Gene Expression
LOC135075338	LOC135075338	Gene Expression
LOC135075343	LOC135075343	Gene Expression
LOC135075352	LOC135075352	Gene Expression
LOC135075360	LOC135075360	Gene Expression
LOC135088009	LOC135088009	Gene Expression
LOC135077149	LOC135077149	Gene Expression
LOC135077161	LOC135077161	Gene Expression
LOC135077172	LOC135077172	Gene Expression
LOC135077182	LOC135077182	Gene Expression
LOC135077192	LOC135077192	Gene Expression
LOC135088017	LOC135088017	Gene Expression
LOC135087986	LOC135087986	Gene Expression
LOC135088028	LOC135088028	Gene Expression
LOC135088050	LOC135088050	Gene Expression
LOC135087907	LOC135087907	Gene Expression
LOC135075365	LOC135075365	Gene Expression
LOC135088038	LOC135088038	Gene Expression
LOC135088057	LOC135088057	Gene Expression
LOC135088116	LOC135088116	Gene Expression
LOC135088123	LOC135088123	Gene Expression
LOC135076730	LOC135076730	Gene Expression
LOC135088077	LOC135088077	Gene Expression
LOC135088107	LOC135088107	Gene Expression
LOC135088097	LOC135088097	Gene Expression
LOC135077203	LOC135077203	Gene Expression
LOC135088086	LOC135088086	Gene Expression
LOC135087934	LOC135087934	Gene Expression
LOC135087917	LOC135087917	Gene Expression
LOC135087925	LOC135087925	Gene Expression
LOC135077224	LOC135077224	Gene Expression
LOC135087999	LOC135087999	Gene Expression
LOC135077235	LOC135077235	Gene Expression
LOC135075386	LOC135075386	Gene Expression
LOC135075377	LOC135075377	Gene Expression
LOC135088170	LOC135088170	Gene Expression
LOC135088130	LOC135088130	Gene Expression
Trnak-uuu_1	Trnak-uuu_1	Gene Expression
LOC135088190	LOC135088190	Gene Expression
LOC135088220	LOC135088220	Gene Expression
LOC135088207	LOC135088207	Gene Expression
LOC135088241	LOC135088241	Gene Expression
LOC135088231	LOC135088231	Gene Expression
LOC135088253	LOC135088253	Gene Expression
LOC135088265	LOC135088265	Gene Expression
LOC135088271	LOC135088271	Gene Expression
LOC135075393	LOC135075393	Gene Expression
LOC135088290	LOC135088290	Gene Expression
LOC135088302	LOC135088302	Gene Expression
LOC135077245	LOC135077245	Gene Expression
LOC135075403	LOC135075403	Gene Expression
LOC135077255	LOC135077255	Gene Expression
LOC135077263	LOC135077263	Gene Expression
LOC135075408	LOC135075408	Gene Expression
LOC135075415	LOC135075415	Gene Expression
LOC135088314	LOC135088314	Gene Expression
LOC135088326	LOC135088326	Gene Expression
LOC135075421	LOC135075421	Gene Expression
LOC135088360	LOC135088360	Gene Expression
LOC135088403	LOC135088403	Gene Expression
LOC135077271	LOC135077271	Gene Expression
LOC135075430	LOC135075430	Gene Expression
LOC135088458	LOC135088458	Gene Expression
LOC135088419	LOC135088419	Gene Expression
LOC135088442	LOC135088442	Gene Expression
LOC135088453	LOC135088453	Gene Expression
LOC135071060	LOC135071060	Gene Expression
LOC135088466	LOC135088466	Gene Expression
LOC135088476	LOC135088476	Gene Expression
LOC135088487	LOC135088487	Gene Expression
LOC135075437	LOC135075437	Gene Expression
LOC135080218	LOC135080218	Gene Expression
LOC135088497	LOC135088497	Gene Expression
LOC135088530	LOC135088530	Gene Expression
LOC135088543	LOC135088543	Gene Expression
LOC135088553	LOC135088553	Gene Expression
LOC135088523	LOC135088523	Gene Expression
LOC135075443	LOC135075443	Gene Expression
LOC135071076	LOC135071076	Gene Expression
LOC135071133	LOC135071133	Gene Expression
LOC135075452	LOC135075452	Gene Expression
LOC135088560	LOC135088560	Gene Expression
LOC135075458	LOC135075458	Gene Expression
LOC135088566	LOC135088566	Gene Expression
LOC135088645	LOC135088645	Gene Expression
LOC135075468	LOC135075468	Gene Expression
LOC135075476	LOC135075476	Gene Expression
LOC135075492	LOC135075492	Gene Expression
LOC135088652	LOC135088652	Gene Expression
LOC135088572	LOC135088572	Gene Expression
LOC135087761	LOC135087761	Gene Expression
LOC135088583	LOC135088583	Gene Expression
LOC135075507	LOC135075507	Gene Expression
LOC135075522	LOC135075522	Gene Expression
LOC135071061	LOC135071061	Gene Expression
LOC135075539	LOC135075539	Gene Expression
LOC135075547	LOC135075547	Gene Expression
LOC135088588	LOC135088588	Gene Expression
LOC135088592	LOC135088592	Gene Expression
LOC135075554	LOC135075554	Gene Expression
LOC135075565	LOC135075565	Gene Expression
LOC135071094	LOC135071094	Gene Expression
LOC135075575	LOC135075575	Gene Expression
LOC135075584	LOC135075584	Gene Expression
LOC135075594	LOC135075594	Gene Expression
LOC135075601	LOC135075601	Gene Expression
LOC135071086	LOC135071086	Gene Expression
LOC135075608	LOC135075608	Gene Expression
LOC135088607	LOC135088607	Gene Expression
LOC135071970	LOC135071970	Gene Expression
LOC135071123	LOC135071123	Gene Expression
LOC135071113	LOC135071113	Gene Expression
LOC135071137	LOC135071137	Gene Expression
LOC135075620	LOC135075620	Gene Expression
LOC135071147	LOC135071147	Gene Expression
LOC135071159	LOC135071159	Gene Expression
LOC135072850	LOC135072850	Gene Expression
LOC135071177	LOC135071177	Gene Expression
LOC135071204	LOC135071204	Gene Expression
LOC135071187	LOC135071187	Gene Expression
LOC135073730	LOC135073730	Gene Expression
LOC135075631	LOC135075631	Gene Expression
LOC135071196	LOC135071196	Gene Expression
LOC135074602	LOC135074602	Gene Expression
LOC135075640	LOC135075640	Gene Expression
LOC135071170	LOC135071170	Gene Expression
Trnas-gcu	Trnas-gcu	Gene Expression
LOC135071214	LOC135071214	Gene Expression
LOC135071328	LOC135071328	Gene Expression
LOC135075648	LOC135075648	Gene Expression
LOC135071246	LOC135071246	Gene Expression
LOC135071274	LOC135071274	Gene Expression
LOC135071339	LOC135071339	Gene Expression
LOC135075520	LOC135075520	Gene Expression
Trnaw-cca	Trnaw-cca	Gene Expression
Trnar-ccu	Trnar-ccu	Gene Expression
LOC135071258	LOC135071258	Gene Expression
Trnat-agu_1	Trnat-agu_1	Gene Expression
LOC135071263	LOC135071263	Gene Expression
LOC135075656	LOC135075656	Gene Expression
LOC135071318	LOC135071318	Gene Expression
LOC135071291	LOC135071291	Gene Expression
LOC135071364	LOC135071364	Gene Expression
LOC135071374	LOC135071374	Gene Expression
LOC135075667	LOC135075667	Gene Expression
LOC135075671	LOC135075671	Gene Expression
LOC135075670	LOC135075670	Gene Expression
LOC135071346	LOC135071346	Gene Expression
LOC135075672	LOC135075672	Gene Expression
LOC135076457	LOC135076457	Gene Expression
LOC135075681	LOC135075681	Gene Expression
LOC135071357	LOC135071357	Gene Expression
LOC135071385	LOC135071385	Gene Expression
LOC135071396	LOC135071396	Gene Expression
LOC135071428	LOC135071428	Gene Expression
LOC135071403	LOC135071403	Gene Expression
LOC135071444	LOC135071444	Gene Expression
LOC135071455	LOC135071455	Gene Expression
LOC135077383	LOC135077383	Gene Expression
LOC135071525	LOC135071525	Gene Expression
LOC135071465	LOC135071465	Gene Expression
LOC135071477	LOC135071477	Gene Expression
LOC135071488	LOC135071488	Gene Expression
LOC135071497	LOC135071497	Gene Expression
LOC135075696	LOC135075696	Gene Expression
LOC135071617	LOC135071617	Gene Expression
LOC135075704	LOC135075704	Gene Expression
LOC135071545	LOC135071545	Gene Expression
LOC135078332	LOC135078332	Gene Expression
LOC135071634	LOC135071634	Gene Expression
LOC135071658	LOC135071658	Gene Expression
LOC135071668	LOC135071668	Gene Expression
LOC135071681	LOC135071681	Gene Expression
LOC135079281	LOC135079281	Gene Expression
LOC135075722	LOC135075722	Gene Expression
LOC135071777	LOC135071777	Gene Expression
LOC135071796	LOC135071796	Gene Expression
LOC135071696	LOC135071696	Gene Expression
LOC135071705	LOC135071705	Gene Expression
LOC135071840	LOC135071840	Gene Expression
LOC135071850	LOC135071850	Gene Expression
LOC135071714	LOC135071714	Gene Expression
LOC135075729	LOC135075729	Gene Expression
LOC135071725	LOC135071725	Gene Expression
LOC135071744	LOC135071744	Gene Expression
LOC135071751	LOC135071751	Gene Expression
LOC135071760	LOC135071760	Gene Expression
LOC135071767	LOC135071767	Gene Expression
LOC135071772	LOC135071772	Gene Expression
LOC135071820	LOC135071820	Gene Expression
LOC135071858	LOC135071858	Gene Expression
LOC135071863	LOC135071863	Gene Expression
LOC135081156	LOC135081156	Gene Expression
LOC135075735	LOC135075735	Gene Expression
LOC135075740	LOC135075740	Gene Expression
LOC135071873	LOC135071873	Gene Expression
LOC135071892	LOC135071892	Gene Expression
LOC135071880	LOC135071880	Gene Expression
LOC135071910	LOC135071910	Gene Expression
LOC135071901	LOC135071901	Gene Expression
LOC135082103	LOC135082103	Gene Expression
LOC135075749	LOC135075749	Gene Expression
LOC135083085	LOC135083085	Gene Expression
LOC135084065	LOC135084065	Gene Expression
LOC135072122	LOC135072122	Gene Expression
LOC135072064	LOC135072064	Gene Expression
LOC135075761	LOC135075761	Gene Expression
LOC135071937	LOC135071937	Gene Expression
LOC135071917	LOC135071917	Gene Expression
LOC135072178	LOC135072178	Gene Expression
LOC135072132	LOC135072132	Gene Expression
LOC135071943	LOC135071943	Gene Expression
LOC135071952	LOC135071952	Gene Expression
LOC135071958	LOC135071958	Gene Expression
LOC135075768	LOC135075768	Gene Expression
LOC135072198	LOC135072198	Gene Expression
LOC135072048	LOC135072048	Gene Expression
LOC135075777	LOC135075777	Gene Expression
LOC135075784	LOC135075784	Gene Expression
LOC135075793	LOC135075793	Gene Expression
LOC135072141	LOC135072141	Gene Expression
LOC135072209	LOC135072209	Gene Expression
LOC135071966	LOC135071966	Gene Expression
LOC135085002	LOC135085002	Gene Expression
LOC135072035	LOC135072035	Gene Expression
LOC135072009	LOC135072009	Gene Expression
LOC135071999	LOC135071999	Gene Expression
LOC135076741	LOC135076741	Gene Expression
LOC135075813	LOC135075813	Gene Expression
LOC135075830	LOC135075830	Gene Expression
LOC135072018	LOC135072018	Gene Expression
LOC135072227	LOC135072227	Gene Expression
LOC135072216	LOC135072216	Gene Expression
Trnak-uuu_2	Trnak-uuu_2	Gene Expression
LOC135072323	LOC135072323	Gene Expression
LOC135075846	LOC135075846	Gene Expression
LOC135072239	LOC135072239	Gene Expression
LOC135072250	LOC135072250	Gene Expression
LOC135072263	LOC135072263	Gene Expression
LOC135075856	LOC135075856	Gene Expression
LOC135072274	LOC135072274	Gene Expression
LOC135075867	LOC135075867	Gene Expression
LOC135076751	LOC135076751	Gene Expression
LOC135072299	LOC135072299	Gene Expression
LOC135072355	LOC135072355	Gene Expression
Trnaa-cgc_1	Trnaa-cgc_1	Gene Expression
LOC135072339	LOC135072339	Gene Expression
LOC135072397	LOC135072397	Gene Expression
LOC135072363	LOC135072363	Gene Expression
LOC135072406	LOC135072406	Gene Expression
LOC135085979	LOC135085979	Gene Expression
LOC135075890	LOC135075890	Gene Expression
LOC135072534	LOC135072534	Gene Expression
LOC135072551	LOC135072551	Gene Expression
LOC135076761	LOC135076761	Gene Expression
LOC135072510	LOC135072510	Gene Expression
LOC135072613	LOC135072613	Gene Expression
LOC135072575	LOC135072575	Gene Expression
LOC135072415	LOC135072415	Gene Expression
LOC135072635	LOC135072635	Gene Expression
Trnaq-cug_1	Trnaq-cug_1	Gene Expression
LOC135072647	LOC135072647	Gene Expression
LOC135072599	LOC135072599	Gene Expression
LOC135072436	LOC135072436	Gene Expression
LOC135076771	LOC135076771	Gene Expression
LOC135072446	LOC135072446	Gene Expression
LOC135072588	LOC135072588	Gene Expression
LOC135072626	LOC135072626	Gene Expression
LOC135072604	LOC135072604	Gene Expression
LOC135072453	LOC135072453	Gene Expression
LOC135072477	LOC135072477	Gene Expression
LOC135072619	LOC135072619	Gene Expression
LOC135072482	LOC135072482	Gene Expression
LOC135072642	LOC135072642	Gene Expression
LOC135075916	LOC135075916	Gene Expression
LOC135075908	LOC135075908	Gene Expression
LOC135072652	LOC135072652	Gene Expression
LOC135072660	LOC135072660	Gene Expression
LOC135072670	LOC135072670	Gene Expression
LOC135072677	LOC135072677	Gene Expression
LOC135072769	LOC135072769	Gene Expression
LOC135072802	LOC135072802	Gene Expression
LOC135072861	LOC135072861	Gene Expression
LOC135072881	LOC135072881	Gene Expression
Trnap-ugg	Trnap-ugg	Gene Expression
LOC135072685	LOC135072685	Gene Expression
LOC135075929	LOC135075929	Gene Expression
LOC135075938	LOC135075938	Gene Expression
LOC135075952	LOC135075952	Gene Expression
LOC135075963	LOC135075963	Gene Expression
LOC135076779	LOC135076779	Gene Expression
LOC135075971	LOC135075971	Gene Expression
LOC135072818	LOC135072818	Gene Expression
LOC135075981	LOC135075981	Gene Expression
LOC135076786	LOC135076786	Gene Expression
LOC135072892	LOC135072892	Gene Expression
LOC135075987	LOC135075987	Gene Expression
LOC135072852	LOC135072852	Gene Expression
LOC135072871	LOC135072871	Gene Expression
LOC135072743	LOC135072743	Gene Expression
LOC135072702	LOC135072702	Gene Expression
LOC135072750	LOC135072750	Gene Expression
LOC135072758	LOC135072758	Gene Expression
LOC135086830	LOC135086830	Gene Expression
LOC135072794	LOC135072794	Gene Expression
LOC135072785	LOC135072785	Gene Expression
LOC135075993	LOC135075993	Gene Expression
LOC135075997	LOC135075997	Gene Expression
LOC135072911	LOC135072911	Gene Expression
LOC135072901	LOC135072901	Gene Expression
LOC135072923	LOC135072923	Gene Expression
LOC135072931	LOC135072931	Gene Expression
LOC135076007	LOC135076007	Gene Expression
LOC135072942	LOC135072942	Gene Expression
LOC135073029	LOC135073029	Gene Expression
LOC135073085	LOC135073085	Gene Expression
LOC135072992	LOC135072992	Gene Expression
LOC135073076	LOC135073076	Gene Expression
LOC135073052	LOC135073052	Gene Expression
LOC135073024	LOC135073024	Gene Expression
LOC135073002	LOC135073002	Gene Expression
LOC135073011	LOC135073011	Gene Expression
LOC135073066	LOC135073066	Gene Expression
LOC135087590	LOC135087590	Gene Expression
LOC135087679	LOC135087679	Gene Expression
LOC135076031	LOC135076031	Gene Expression
LOC135076053	LOC135076053	Gene Expression
LOC135073079	LOC135073079	Gene Expression
LOC135073093	LOC135073093	Gene Expression
LOC135072976	LOC135072976	Gene Expression
LOC135087762	LOC135087762	Gene Expression
LOC135076062	LOC135076062	Gene Expression
LOC135073100	LOC135073100	Gene Expression
LOC135073109	LOC135073109	Gene Expression
LOC135073164	LOC135073164	Gene Expression
LOC135073119	LOC135073119	Gene Expression
LOC135073146	LOC135073146	Gene Expression
LOC135073138	LOC135073138	Gene Expression
LOC135073129	LOC135073129	Gene Expression
LOC135073156	LOC135073156	Gene Expression
LOC135073168	LOC135073168	Gene Expression
LOC135073198	LOC135073198	Gene Expression
LOC135073209	LOC135073209	Gene Expression
LOC135087843	LOC135087843	Gene Expression
LOC135076074	LOC135076074	Gene Expression
LOC135073215	LOC135073215	Gene Expression
LOC135073263	LOC135073263	Gene Expression
LOC135073225	LOC135073225	Gene Expression
LOC135073280	LOC135073280	Gene Expression
LOC135073291	LOC135073291	Gene Expression
LOC135073272	LOC135073272	Gene Expression
LOC135073301	LOC135073301	Gene Expression
LOC135076083	LOC135076083	Gene Expression
LOC135076091	LOC135076091	Gene Expression
LOC135073348	LOC135073348	Gene Expression
LOC135073307	LOC135073307	Gene Expression
LOC135073357	LOC135073357	Gene Expression
LOC135087930	LOC135087930	Gene Expression
LOC135076102	LOC135076102	Gene Expression
LOC135073375	LOC135073375	Gene Expression
LOC135073383	LOC135073383	Gene Expression
LOC135073406	LOC135073406	Gene Expression
LOC135073415	LOC135073415	Gene Expression
LOC135073398	LOC135073398	Gene Expression
LOC135073393	LOC135073393	Gene Expression
LOC135073423	LOC135073423	Gene Expression
LOC135088013	LOC135088013	Gene Expression
LOC135076109	LOC135076109	Gene Expression
LOC135088115	LOC135088115	Gene Expression
LOC135076118	LOC135076118	Gene Expression
LOC135076127	LOC135076127	Gene Expression
LOC135073463	LOC135073463	Gene Expression
LOC135073438	LOC135073438	Gene Expression
LOC135073431	LOC135073431	Gene Expression
LOC135076137	LOC135076137	Gene Expression
LOC135076150	LOC135076150	Gene Expression
LOC135073922	LOC135073922	Gene Expression
LOC135073898	LOC135073898	Gene Expression
LOC135076155	LOC135076155	Gene Expression
LOC135073467	LOC135073467	Gene Expression
LOC135073477	LOC135073477	Gene Expression
LOC135076164	LOC135076164	Gene Expression
LOC135073487	LOC135073487	Gene Expression
LOC135073534	LOC135073534	Gene Expression
LOC135073545	LOC135073545	Gene Expression
LOC135073496	LOC135073496	Gene Expression
LOC135073504	LOC135073504	Gene Expression
LOC135073513	LOC135073513	Gene Expression
LOC135088203	LOC135088203	Gene Expression
LOC135073583	LOC135073583	Gene Expression
LOC135073574	LOC135073574	Gene Expression
LOC135073556	LOC135073556	Gene Expression
LOC135073811	LOC135073811	Gene Expression
LOC135073826	LOC135073826	Gene Expression
LOC135073771	LOC135073771	Gene Expression
LOC135073885	LOC135073885	Gene Expression
LOC135073863	LOC135073863	Gene Expression
